SubjectID,conjMeanAcc_group,summMeanAcc_group,conjStdAcc_group,summStdAcc_group,conjMeanRt_group,summMeanRt_group,conjStdRt_group,summStdRt_group
23,2.265625,6.73090277777778,3.17581453977896,10.5233281754347,3.04825349280556,4.15013202716668,0.905715877238014,1.24628065070944
24,0.732060185185185,0.902777777777778,0.474084141538586,2.01633335498193,2.71916385050008,4.3879000425834,0.550860092906159,0.83025900691177
25,1.2818287037037,1.42939814814815,1.06690248173557,0.88549933476513,3.08141502208329,4.07297695847233,1.033882960478,1.05946080052554
27,0.865162037037037,2.11226851851852,0.570446212822896,2.82076729268625,3.13710119950055,4.29148398949918,0.734978850391135,1.05570254113301
28,1.05324074074074,2.0630787037037,0.947786744686738,5.2534250121149,2.74801487843959,3.99743283469838,0.645140540136536,0.931228508390502
30,0.289351851851851,0.257523148148147,0.222872312998349,0.101104120092343,3.49835805013734,3.78640136894844,0.94470332159925,0.942498457964271
101,2.1875,0.78125,8.50387254221779,0.523208868274679,4.27662289802295,4.3413113454719,1.35430489515636,0.90394375718212
102,1.66956018518518,10.3559027777778,2.3580070486562,11.0655171150208,3.88559261699104,4.63567631614084,1.22919929988581,1.30636569237554
103,1.30497685185185,1.93865740740741,2.21622104799495,2.86403163277968,2.74462817919751,3.82917618456607,0.917853078446524,0.831045793723299
105,1.53356481481482,2.48842592592593,3.76259550641381,6.72093692618706,3.93058248019467,3.98267585359928,1.04281534147803,1.01381098045987
107,4.74826388888889,1.03877314814815,13.5925184171162,1.67806483980557,4.5356095844828,4.99397069914266,1.29938089995777,1.0632468191396
108,2.48842592592593,1.76793981481481,5.43562261068452,5.14313273258667,3.37149491513749,4.29782342210981,1.42037944280056,0.948497196152191
109,0.737847222222221,0.888310185185187,0.490721827216143,0.623751784872311,2.79172187319232,3.75592894275259,0.976686903922778,0.932236745607277
111,0.48900462962963,2.96296296296296,0.405214220214036,5.37734378373099,3.52242035330791,4.56330349573141,1.24290417132445,1.36925883888029
112,2.56655092592593,3.15104166666667,8.50854323735477,3.82776308217915,3.26317229240926,4.19835586188775,1.11021451239479,1.11810342898687
113,0.694444444444444,1.08217592592593,0.451655903930808,1.65008074932013,2.90686016351295,3.470449511712,0.710499569867518,0.624891783384683
114,0.905671296296295,1.68113425925926,0.686832036820757,1.97377912991339,2.41156102353125,2.78857747650181,0.412382038799184,0.524743981661844
115,0.52662037037037,6.53067129629629,0.364217030648571,6.54846948015471,3.78961703523237,5.15174782105573,1.321576365545,1.28706344008492
116,0.954861111111111,5.65393518518518,0.615755037229104,9.02503583207747,3.19010333866107,4.58381333589043,1.01351602195482,1.51096243433342
118,2.53472222222222,1.1255787037037,7.08425239135679,0.715136900520376,3.10636192877751,3.38207463873874,1.11136991655895,0.96624070844001
119,1.2818287037037,1.55092592592593,3.32502866570436,1.72943159505524,7.00870598446474,3.97534464087544,0.00531014359807071,0.848442614664408
120,0.407986111111111,1.39756944444444,0.352477589910179,3.11569796108708,2.52767503563276,3.63755502610325,0.652731850527836,0.981397425948593
121,1.52488425925926,2.61574074074074,1.08085590630278,1.98406001871121,3.69677477844784,4.50515132531938,1.10805816522784,1.10897867237507
122,0.567129629629629,2.49131944444444,0.501389713317705,6.22715940545227,2.92061744801079,3.76610848856055,0.816049720614964,1.2677199191714
123,0.318287037037037,0.729166666666666,0.186246545130888,0.726824469541175,3.36591331158868,3.87675853255981,0.834375184668912,0.942999062057501
125,1.76215277777778,1.15740740740741,4.42259926972762,0.91211592869116,3.54966102325771,3.68758263050889,1.06105660310757,1.02483460498864
201,0.509259259259259,0.266203703703703,0.388782581841784,0.115310045206709,3.40081022154643,4.06705119010682,1.17468095561387,1.06677247029964
202,1.79398148148148,1.02719907407407,8.32477652617525,2.22733747516734,2.88934801104996,4.52171912825563,0.689894166286358,1.03917211043683
203,0.703125000000001,6.0474537037037,0.492613469927456,4.46116568662381,3.38468374136654,4.58094079686432,0.864597736337697,1.32898818216834
205,4.93923611111111,2.77488425925926,6.37335485892149,4.49717123238199,2.545262985921,3.45179901750655,0.627396697132372,0.642766278376161
206,2.734375,1.44097222222222,8.8298291215894,3.44533738585657,2.7732283206165,4.18268246060729,1.0261243492768,1.08971482701067
207,0.494791666666667,0.616319444444443,0.46941090973958,1.54230500780591,2.85936901391122,4.21328010036248,0.997862781382042,1.1484506764682
208,0.688657407407408,0.928819444444446,0.375394780440082,1.02073462836705,2.59723640980923,3.95702209612096,0.64285370430008,0.982067398779834
