SubjectID,learnAccConj_block_1to5_1,learnAccConj_block_1to5_2,learnAccConj_block_1to5_3,learnAccConj_block_1to5_4,learnAccConj_block_1to5_5,learnAccSumm_block_1to5_1,learnAccSumm_block_1to5_2,learnAccSumm_block_1to5_3,learnAccSumm_block_1to5_4,learnAccSumm_block_1to5_5
309,10.9548611111111,6.16319444444444,3.68055555555556,1.35416666666667,0.694444444444444,0.609809027777778,1.21310763888889,0.896267361111111,0.622829861111111,0.590277777777778
311,10.2951388888889,6.04166666666667,4.6875,3.31597222222222,0.989583333333333,1.60807291666667,0.509982638888889,0.481770833333333,0.570746527777778,0.76171875
402,10.6770833333333,9.18402777777778,2.04861111111111,0.885416666666667,0.694444444444444,1.24348958333333,0.596788194444444,0.440538194444444,0.516493055555556,0.295138888888889
403,3.76736111111111,2.43055555555556,1.04166666666667,0.329861111111111,0.677083333333333,0.464409722222222,0.184461805555556,0.160590277777778,0.188802083333333,0.206163194444444
405,7.20486111111111,6.75347222222222,1.97916666666667,1.59722222222222,2.41319444444444,1.58637152777778,0.881076388888889,0.857204861111111,0.559895833333333,0.440538194444444
406,6.75347222222222,2.44791666666667,5.36458333333333,1.77083333333333,4.20138888888889,1.67317708333333,0.538194444444444,0.60546875,0.477430555555556,0.412326388888889
407,6.12847222222222,4.32291666666667,1.82291666666667,2.62152777777778,1.04166666666667,1.61241319444444,1.32378472222222,0.674913194444444,0.381944444444444,0.438368055555556
408,9.25347222222222,7.13541666666667,5.22569444444444,4.28819444444444,3.09027777777778,3.54383680555556,2.37630208333333,1.16970486111111,0.913628472222222,0.941840277777778
410,11.875,10.8506944444444,6.73611111111111,1.18055555555556,0.572916666666667,0.427517361111111,0.412326388888889,0.310329861111111,0.865885416666667,0.590277777777778
411,18.3506944444444,15.6770833333333,11.8923611111111,8.09027777777778,2.23958333333333,0.464409722222222,0.559895833333333,0.56640625,0.334201388888889,0.60546875
412,12.5520833333333,6.30208333333333,5.74652777777778,4.13194444444444,2.32638888888889,2.71050347222222,0.859375,0.438368055555556,0.505642361111111,0.462239583333333
413,5.98958333333333,5.52083333333333,8.14236111111111,4.49652777777778,1.07638888888889,6.51692708333333,2.33506944444444,0.379774305555556,0.551215277777778,0.633680555555556
414,12.4479166666667,3.78472222222222,4.63541666666667,2.96875,1.12847222222222,3.56553819444444,1.75347222222222,1.06770833333333,1.47135416666667,1.34548611111111
415,9.20138888888889,7.13541666666667,7.60416666666667,5.27777777777778,3.68055555555556,1.90104166666667,0.685763888888889,0.735677083333333,0.646701388888889,0.303819444444444
417,5.22569444444444,9.70486111111111,2.82986111111111,2.41319444444444,1.73611111111111,0.744357638888889,0.470920138888889,0.954861111111111,0.438368055555556,0.295138888888889
418,9.98263888888889,5.92013888888889,3.15972222222222,0.659722222222222,0.746527777777778,0.744357638888889,0.301649305555556,0.180121527777778,0.284288194444444,0.457899305555556
419,15.1041666666667,7.44791666666667,0.364583333333333,0.520833333333333,0.798611111111111,0.622829861111111,0.243055555555556,0.284288194444444,0.321180555555556,0.219184027777778
421,9.0625,13.3506944444444,6.07638888888889,2.95138888888889,2.91666666666667,1.67534722222222,1.41493055555556,1.05034722222222,0.735677083333333,0.876736111111111
422,6.33680555555556,2.23958333333333,1.70138888888889,1.64930555555556,0.190972222222222,0.227864583333333,0.208333333333333,0.451388888888889,0.177951388888889,0.197482638888889
428,4.89583333333333,11.4930555555556,5.72916666666667,0.78125,3.36805555555556,2.16796875,0.746527777777778,0.399305555555556,0.72265625,0.403645833333333
429,8.73263888888889,5.85069444444444,4.87847222222222,1.35416666666667,1.47569444444444,1.21527777777778,0.477430555555556,0.909288194444444,0.796440972222222,0.865885416666667
430,6.63194444444444,5.17361111111111,3.69791666666667,1.00694444444444,1.19791666666667,1.27387152777778,0.889756944444444,0.642361111111111,0.904947916666667,0.805121527777778
431,3.92361111111111,3.88888888888889,1.70138888888889,1.44097222222222,0.9375,0.651041666666667,0.635850694444444,1.69921875,1.57335069444444,0.588107638888889
432,14.4444444444444,11.6840277777778,12.3090277777778,10.1215277777778,5.24305555555556,1.39756944444444,0.483940972222222,1.02647569444444,0.687934027777778,1.07204861111111
433,6.89236111111111,2.37847222222222,1.26736111111111,1.04166666666667,1.23263888888889,1.64496527777778,0.609809027777778,0.33203125,0.631510416666667,0.542534722222222
434,3.45486111111111,2.27430555555556,2.58680555555556,2.58680555555556,1.16319444444444,1.28689236111111,0.78125,0.681423611111111,0.627170138888889,0.655381944444444
435,15.3298611111111,10.2951388888889,12.8819444444444,10.1909722222222,7.63888888888889,2.89496527777778,0.928819444444444,0.301649305555556,0.590277777777778,0.314670138888889
436,5.97222222222222,1.44097222222222,0.833333333333333,1.68402777777778,1.64930555555556,1.76649305555556,1.70138888888889,0.577256944444444,0.501302083333333,0.327690972222222
437,7.51736111111111,10.7291666666667,5.90277777777778,3.10763888888889,5.41666666666667,5.71831597222222,2.34375,1.92708333333333,0.792100694444444,0.9765625
438,4.375,5.9375,4.77430555555556,4.67013888888889,3.94097222222222,0.774739583333333,1.33680555555556,0.666232638888889,0.855034722222222,1.03732638888889
439,10.3993055555556,9.67013888888889,10.4166666666667,1.23263888888889,1.47569444444444,2.39583333333333,0.859375,1.20876736111111,0.863715277777778,0.490451388888889
440,9.18402777777778,5.95486111111111,4.63541666666667,1.40625,2.58680555555556,4.75694444444444,0.666232638888889,0.824652777777778,0.609809027777778,0.559895833333333
441,8.81944444444444,8.88888888888889,2.10069444444444,0.815972222222222,1.71875,0.533854166666667,0.852864583333333,0.418836805555556,0.349392361111111,0.453559027777778
444,7.51736111111111,1.85763888888889,2.30902777777778,0.815972222222222,0.625,0.362413194444444,0.633680555555556,0.944010416666667,0.284288194444444,0.362413194444444
445,11.8402777777778,5.46875,2.53472222222222,1.61458333333333,2.65625,3.24869791666667,0.805121527777778,0.655381944444444,0.525173611111111,0.609809027777778
446,3.99305555555556,3.03819444444444,1.45833333333333,1.85763888888889,0.607638888888889,1.37369791666667,0.776909722222222,0.388454861111111,0.525173611111111,0.557725694444444
447,5.52083333333333,4.35763888888889,6.38888888888889,4.91319444444444,3.03819444444444,2.28732638888889,1.17621527777778,1.46701388888889,0.711805555555556,1.03732638888889
448,5.45138888888889,3.02083333333333,1.12847222222222,2.08333333333333,0.885416666666667,5.30164930555556,2.29817708333333,1.27821180555556,0.177951388888889,0.1953125
449,10.9548611111111,15.46875,5.64236111111111,1.63194444444444,2.06597222222222,1.82725694444444,0.549045138888889,0.703125,0.687934027777778,0.466579861111111
450,5.88541666666667,5.15625,2.08333333333333,0.833333333333333,1.19791666666667,0.729166666666667,0.850694444444444,0.431857638888889,0.457899305555556,0.327690972222222
452,10.4513888888889,12.8472222222222,7.34375,6.59722222222222,2.98611111111111,2.37847222222222,0.700954861111111,0.625,1.10243055555556,0.870225694444444
453,10.46875,8.07291666666667,3.81944444444444,5.38194444444444,3.31597222222222,1.50173611111111,0.844184027777778,0.80078125,0.789930555555556,0.7421875
